Program	Code	Mnemonic	Summary	Severity	HelpLink
C# Compiler	CS0744	ExpectedContextualKeywordEquals	Expected contextual keyword 'equals'	Error	https://msdn.microsoft.com/en-us/library/bb384085(v=vs.90).aspx
C# Compiler	CS0745	ExpectedContextualKeywordBy	Expected contextual keyword 'by'	Error	https://msdn.microsoft.com/en-us/library/bb384031(v=vs.90).aspx
C# Compiler	CS0746	InvalidAnonymousTypeMemberDeclarator	Invalid anonymous type member declarator. Anonymous type members must be declared with a member assignment, simple name or member access.	Error	https://msdn.microsoft.com/en-us/library/bb397663(v=vs.90).aspx
C# Compiler	CS0747	InvalidInitializerElementInitializer	Invalid initializer member declarator.	Error	https://msdn.microsoft.com/en-us/library/bb384261(v=vs.90).aspx
C# Compiler	CS0748	InconsistentLambdaParameterUsage	Inconsistent lambda parameter usage; all parameter types must either be explicit or implicit.	Error	https://msdn.microsoft.com/en-us/library/bb384260(v=vs.90).aspx
C# Compiler	CS0750	PartialMethodInvalidModifier	A partial method cannot have access modifiers or the virtual, abstract, override, new, sealed, or extern modifiers.	Error	https://msdn.microsoft.com/en-us/library/bb513874(v=vs.90).aspx
C# Compiler	CS0751	PartialMethodOnlyInPartialClass	A partial method must be declared in a partial class or partial struct	Error	https://msdn.microsoft.com/en-us/library/bb531218(v=vs.90).aspx
C# Compiler	CS0752	PartialMethodCannotHaveOutParameters	A partial method cannot have out parameters	Error	https://msdn.microsoft.com/en-us/library/bb546093(v=vs.90).aspx
C# Compiler	CS0753	PartialMethodOnlyMethods	Only methods, classes, structs, or interfaces may be partial.	Error	https://msdn.microsoft.com/en-us/library/bb531217(v=vs.90).aspx
C# Compiler	CS0754	PartialMethodNotExplicit	A partial method may not explicitly implement an interface method.	Error	https://msdn.microsoft.com/en-us/library/bb546057(v=vs.90).aspx
C# Compiler	CS0755	PartialMethodExtensionDifference	Both partial method declarations must be extension methods or neither may be an extension method.	Error	https://msdn.microsoft.com/en-us/library/bb513871(v=vs.90).aspx
C# Compiler	CS0756	PartialMethodOnlyOneLatent	A partial method may not have multiple defining declarations.	Error	https://msdn.microsoft.com/en-us/library/bb513873(v=vs.90).aspx
C# Compiler	CS0757	PartialMethodOnlyOneActual	A partial method may not have multiple implementing declarations.	Error	https://msdn.microsoft.com/en-us/library/bb546053(v=vs.90).aspx
C# Compiler	CS0758	PartialMethodParamsDifference	Both partial method declarations must use a params parameter or neither may use a params parameter	Error	https://msdn.microsoft.com/en-us/library/bb531201(v=vs.90).aspx
C# Compiler	CS0759	PartialMethodMustHaveLatent	No defining declaration found for implementing declaration of partial method 'method'.	Error	https://msdn.microsoft.com/en-us/library/bb545966(v=vs.90).aspx
C# Compiler	CS0761	PartialMethodInconsistentConstraints	Partial method declarations of 'method&lt;T&gt;' have inconsistent type parameter constraints.	Error	https://msdn.microsoft.com/en-us/library/bb546041(v=vs.90).aspx
C# Compiler	CS0762	PartialMethodToDelegate	Cannot create delegate from method 'method' because it is a partial method without an implementing declaration	Error	https://msdn.microsoft.com/en-us/library/bb513870(v=vs.90).aspx
C# Compiler	CS0763	PartialMethodStaticDifference	Both partial method declarations must be static or neither may be static.	Error	https://msdn.microsoft.com/en-us/library/bb545960(v=vs.90).aspx
C# Compiler	CS0764	PartialMethodUnsafeDifference	Both partial method declarations must be unsafe or neither may be unsafe	Error	https://msdn.microsoft.com/en-us/library/bb513865(v=vs.90).aspx
C# Compiler	CS0765	PartialMethodInExpressionTree	Partial methods with only a defining declaration or removed conditional methods cannot be used in expression trees	Error	https://msdn.microsoft.com/en-us/library/bb546038(v=vs.90).aspx
C# Compiler	CS0766	PartialMethodMustReturnVoid	Partial methods must have a void return type.	Error	https://msdn.microsoft.com/en-us/library/bb513740(v=vs.90).aspx
C# Compiler	CS0809	ObsoleteOverridingNonObsolete	Obsolete member 'memberA' overrides non-obsolete member 'memberB'.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/bb397626(v=vs.90).aspx
C# Compiler	CS0811	DebugFullNameTooLong	The fully qualified name for 'name' is too long for debug information. Compile without '/debug' option.	Error	https://msdn.microsoft.com/en-us/library/bb384143(v=vs.90).aspx
C# Compiler	CS0815	ImplicitlyTypedVariableAssignedBadValue	Cannot assign 'expression' to an implicitly typed local	Error	https://msdn.microsoft.com/en-us/library/bb384140(v=vs.90).aspx
C# Compiler	CS0818	ImplicitlyTypedVariableWithNoInitializer	Implicitly typed locals must be initialized	Error	https://msdn.microsoft.com/en-us/library/bb397735(v=vs.90).aspx
C# Compiler	CS0819	ImplicitlyTypedVariableMultipleDeclarator	Implicitly typed locals cannot have multiple declarators.	Error	https://msdn.microsoft.com/en-us/library/bb384151(v=vs.90).aspx
C# Compiler	CS0820	ImplicitlyTypedVariableAssignedArrayInitializer	Cannot assign array initializer to an implicitly typed local	Error	https://msdn.microsoft.com/en-us/library/bb397671(v=vs.90).aspx
C# Compiler	CS0821	ImplicitlyTypedLocalCannotBeFixed	Implicitly typed locals cannot be fixed	Error	https://msdn.microsoft.com/en-us/library/bb397741(v=vs.90).aspx
C# Compiler	CS0822	ImplicitlyTypedVariableCannotBeConst	Implicitly typed locals cannot be const	Error	https://msdn.microsoft.com/en-us/library/bb310881(v=vs.90).aspx
C# Compiler	CS0824	ExternCtorNoImplementation	Constructor 'name' is marked external.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/bb384213(v=vs.90).aspx
C# Compiler	CS0825	TypeVarNotFound	The contextual keyword 'var' may only appear within a local variable declaration.	Error	https://msdn.microsoft.com/en-us/library/bb310867(v=vs.90).aspx
C# Compiler	CS0826	ImplicitlyTypedArrayNoBestType	No best type found for implicitly typed array.	Error	https://msdn.microsoft.com/en-us/library/bb384226(v=vs.90).aspx
C# Compiler	CS0828	AnonymousTypePropertyAssignedBadValue	Cannot assign 'expression' to anonymous type property.	Error	https://msdn.microsoft.com/en-us/library/bb397733(v=vs.90).aspx
C# Compiler	CS0831	ExpressionTreeContainsBaseAccess	An expression tree may not contain a base access.	Error	https://msdn.microsoft.com/en-us/library/bb397747(v=vs.90).aspx
C# Compiler	CS0832	ExpressionTreeContainsAssignment	An expression tree may not contain an assignment operator.	Error	https://msdn.microsoft.com/en-us/library/bb384223(v=vs.90).aspx
C# Compiler	CS0833	AnonymousTypeDuplicatePropertyName	An anonymous type cannot have multiple properties with the same name.	Error	https://msdn.microsoft.com/en-us/library/bb310868(v=vs.90).aspx
C# Compiler	CS0834	StatementLambdaToExpressionTree	A lambda expression must have an expression body to be converted to an expression tree.	Error	https://msdn.microsoft.com/en-us/library/bb397745(v=vs.90).aspx
C# Compiler	CS0835	ExpressionTreeMustHaveDelegate	Cannot convert lambda to an expression tree whose type argument 'type' is not a delegate type.	Error	https://msdn.microsoft.com/en-us/library/bb311052(v=vs.90).aspx
C# Compiler	CS0836	AnonymousTypeNotAvailable	Cannot use anonymous type in a constant expression.	Error	https://msdn.microsoft.com/en-us/library/bb384082(v=vs.90).aspx
C# Compiler	CS0837	LambdaInIsAs	The first operand of an 'is' or 'as' operator may not be a lambda expression or anonymous method.	Error	https://msdn.microsoft.com/en-us/library/bb384251(v=vs.90).aspx
C# Compiler	CS0838	ExpressionTreeContainsMultiDimensionalArrayInitializer	An expression tree may not contain a multidimensional array initializer.	Error	https://msdn.microsoft.com/en-us/library/bb397593(v=vs.90).aspx
C# Compiler	CS0839	MissingArgument	Argument missing.	Error	https://msdn.microsoft.com/en-us/library/bb384077(v=vs.90).aspx
C# Compiler	CS0840	AutoPropertiesMustHaveBothAccessors	'Property name' must declare a body because it is not marked abstract or extern. Automatically implemented properties must define both get and set accessors.	Error	https://msdn.microsoft.com/en-us/library/bb397743(v=vs.90).aspx
C# Compiler	CS0841	VariableUsedBeforeDeclaration	Cannot use variable 'name' before it is declared.	Error	https://msdn.microsoft.com/en-us/library/bb397739(v=vs.90).aspx
C# Compiler	CS0842	ExplicitLayoutAndAutoImplementedProperty	Automatically implemented properties cannot be used inside a type marked with StructLayout(LayoutKind.Explicit).	Error	https://msdn.microsoft.com/en-us/library/bb545957(v=vs.90).aspx
C# Compiler	CS0843	UnassignedThisAutoProperty	Backing field for automatically implemented property 'name' must be fully assigned before control is returned to the caller. Consider calling the default constructor from a constructor initializer.	Error	https://msdn.microsoft.com/en-us/library/bb513821(v=vs.90).aspx
C# Compiler	CS0844	VariableUsedBeforeDeclarationAndHidesField	Cannot use local variable 'name' before it is declared. The declaration of the local variable hides the field 'name'.	Error	https://msdn.microsoft.com/en-us/library/bb882577(v=vs.90).aspx
C# Compiler	CS0845	ExpressionTreeContainsBadCoalesce	An expression tree lambda may not contain a coalescing operator with a null literal left-hand side.	Error	https://msdn.microsoft.com/en-us/library/bb882597(v=vs.90).aspx
C# Compiler	CS1001	IdentifierExpected	Identifier expected	Error	https://msdn.microsoft.com/en-us/library/b839hwk4(v=vs.90).aspx
C# Compiler	CS1002	SemicolonExpected	; expected	Error	https://msdn.microsoft.com/en-us/library/8b47kkwz(v=vs.90).aspx
C# Compiler	CS1003	SyntaxError	Syntax error, 'char' expected	Error	https://msdn.microsoft.com/en-us/library/ftyyzdhb(v=vs.90).aspx
C# Compiler	CS1004	DuplicateModifier	Duplicate 'modifier' modifier	Error	https://msdn.microsoft.com/en-us/library/d2k3fd09(v=vs.90).aspx
C# Compiler	CS1007	DuplicateAccessor	Property accessor already defined	Error	https://msdn.microsoft.com/en-us/library/458ac155(v=vs.90).aspx
C# Compiler	CS1008	IntegralTypeExpected	Type byte, sbyte, short, ushort, int, uint, long, or ulong expected	Error	https://msdn.microsoft.com/en-us/library/sab1z73a(v=vs.90).aspx
C# Compiler	CS1009	IllegalEscape	Unrecognized escape sequence	Error	https://msdn.microsoft.com/en-us/library/44ezxxy3(v=vs.90).aspx
C# Compiler	CS1010	NewlineInConst	Newline in constant	Error	https://msdn.microsoft.com/en-us/library/8ychdtb8(v=vs.90).aspx
C# Compiler	CS1011	EmptyCharConst	Empty character literal	Error	https://msdn.microsoft.com/en-us/library/8eb78ww7(v=vs.90).aspx
C# Compiler	CS1012	TooManyCharsInConst	Too many characters in character literal	Error	https://msdn.microsoft.com/en-us/library/185szk2f(v=vs.90).aspx
C# Compiler	CS1013	InvalidNumber	Invalid number	Error	https://msdn.microsoft.com/en-us/library/h18b9y8z(v=vs.90).aspx
C# Compiler	CS1014	GetOrSetExpected	A get or set accessor expected	Error	https://msdn.microsoft.com/en-us/library/f2cws254(v=vs.90).aspx
C# Compiler	CS1015	ClassTypeExpected	An object, string, or class type expected	Error	https://msdn.microsoft.com/en-us/library/06yyza2f(v=vs.90).aspx
C# Compiler	CS1016	NamedArgumentExpected	Named attribute argument expected	Error	https://msdn.microsoft.com/en-us/library/9xxe2973(v=vs.90).aspx
C# Compiler	CS1017	TooManyCatches	Catch clauses cannot follow the general catch clause of a try statement	Error	https://msdn.microsoft.com/en-us/library/wb234kx6(v=vs.90).aspx
C# Compiler	CS1018	ThisOrBaseExpected	Keyword 'this' or 'base' expected	Error	https://msdn.microsoft.com/en-us/library/a4b1043x(v=vs.90).aspx
C# Compiler	CS1019	OvlUnaryOperatorExpected	Overloadable unary operator expected	Error	https://msdn.microsoft.com/en-us/library/65589hwe(v=vs.90).aspx
C# Compiler	CS1020	OvlBinaryOperatorExpected	Overloadable binary operator expected	Error	https://msdn.microsoft.com/en-us/library/1exk61xa(v=vs.90).aspx
C# Compiler	CS1021	IntOverflow	Integral constant is too large	Error	https://msdn.microsoft.com/en-us/library/wycw0k5b(v=vs.90).aspx
C# Compiler	CS1022	EOFExpected	Type or namespace definition, or end-of-file expected	Error	https://msdn.microsoft.com/en-us/library/630kz6dt(v=vs.90).aspx
C# Compiler	CS1023	BadEmbeddedStmt	Embedded statement cannot be a declaration or labeled statement	Error	https://msdn.microsoft.com/en-us/library/xaw06638(v=vs.90).aspx
C# Compiler	CS1024	PPDirectiveExpected	Preprocessor directive expected	Error	https://msdn.microsoft.com/en-us/library/ww43bwhw(v=vs.90).aspx
C# Compiler	CS1025	EndOfPPLineExpected	Single-line comment or end-of-line expected	Error	https://msdn.microsoft.com/en-us/library/1wx3517e(v=vs.90).aspx
C# Compiler	CS1026	CloseParenExpected	) expected	Error	https://msdn.microsoft.com/en-us/library/tc5zwdf7(v=vs.90).aspx
C# Compiler	CS1027	EndifDirectiveExpected	#endif directive expected	Error	https://msdn.microsoft.com/en-us/library/6bda8x81(v=vs.90).aspx
C# Compiler	CS1028	UnexpectedDirective	Unexpected preprocessor directive	Error	https://msdn.microsoft.com/en-us/library/6d37cwx0(v=vs.90).aspx
C# Compiler	CS1029	ErrorDirective	#error: 'text'	Error	https://msdn.microsoft.com/en-us/library/3s9x44wx(v=vs.90).aspx
C# Compiler	CS1030	WarningDirective	#warning: 'text'	Warning (level 1)	https://msdn.microsoft.com/en-us/library/ckcykyd4(v=vs.90).aspx
C# Compiler	CS1031	TypeExpected	Type expected	Error	https://msdn.microsoft.com/en-us/library/02az0sy4(v=vs.90).aspx
C# Compiler	CS1032	PPDefFollowsToken	Cannot define/undefine preprocessor symbols after first token in file	Error	https://msdn.microsoft.com/en-us/library/47hya4cw(v=vs.90).aspx
C# Compiler	CS1033	TooManyLines	Source file has exceeded the limit of 16,707,565 lines representable in the PDB; debug information will be incorrect	Error	https://msdn.microsoft.com/en-us/library/w6yz61s5(v=vs.90).aspx
C# Compiler	CS1034	LineTooLong	Compiler limit exceeded: Line cannot exceed 'number' characters	Error	https://msdn.microsoft.com/en-us/library/7bb77w7x(v=vs.90).aspx
C# Compiler	CS1035	OpenEndedComment	End-of-file found, '*/' expected	Error	https://msdn.microsoft.com/en-us/library/h0d7ted2(v=vs.90).aspx
C# Compiler	CS1036	OpenParenOrDotExpected	( or . expected	Error	https://msdn.microsoft.com/en-us/library/8w9akabw(v=vs.90).aspx
C# Compiler	CS1037	OvlOperatorExpected	Overloadable operator expected	Error	https://msdn.microsoft.com/en-us/library/wxbac2yh(v=vs.90).aspx
C# Compiler	CS1038	EndRegionDirectiveExpected	#endregion directive expected	Error	https://msdn.microsoft.com/en-us/library/y8zswsx5(v=vs.90).aspx
C# Compiler	CS1039	UnterminatedStringLit	Unterminated string literal	Error	https://msdn.microsoft.com/en-us/library/7scza13x(v=vs.90).aspx
C# Compiler	CS1040	BadDirectivePlacement	Preprocessor directives must appear as the first non-whitespace character on a line	Error	https://msdn.microsoft.com/en-us/library/ax758et7(v=vs.90).aspx
C# Compiler	CS1041	IdentifierExpectedKW	Identifier expected, 'keyword' is a keyword	Error	https://msdn.microsoft.com/en-us/library/47dbdc1k(v=vs.90).aspx
C# Compiler	CS1043	SemiOrLBraceExpected	{ or ; expected	Error	https://msdn.microsoft.com/en-us/library/81tt6t62(v=vs.90).aspx
C# Compiler	CS1044	MultiTypeInDeclaration	Cannot use more than one type in a for, using, fixed, or declaration statement	Error	https://msdn.microsoft.com/en-us/library/2hs5t7s3(v=vs.90).aspx
C# Compiler	CS1055	AddOrRemoveExpected	An add or remove accessor expected	Error	https://msdn.microsoft.com/en-us/library/2yk4ax9c(v=vs.90).aspx
C# Compiler	CS1056	UnexpectedCharacter	Unexpected character 'character'	Error	https://msdn.microsoft.com/en-us/library/59k0x971(v=vs.90).aspx
C# Compiler	CS1057	ProtectedInStatic	'member': static classes cannot contain protected members	Error	https://msdn.microsoft.com/en-us/library/ms228373(v=vs.90).aspx
C# Compiler	CS1058	UnreachableGeneralCatch	A previous catch clause already catches all exceptions. All exceptions thrown will be wrapped in a System.Runtime.CompilerServices.RuntimeWrappedException	Warning (level 1)	https://msdn.microsoft.com/en-us/library/ms228623(v=vs.90).aspx
C# Compiler	CS1059	IncrementLvalueExpected	The operand of an increment or decrement operator must be a variable, property or indexer.	Error	https://msdn.microsoft.com/en-us/library/bb310865(v=vs.90).aspx
C# Compiler	CS1060	UninitializedField	Use of possibly unassigned field 'name'. Struct instance variables are initially unassigned if struct is unassigned.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/bb384216(v=vs.90).aspx
C# Compiler	CS1061	NoSuchMemberOrExtension	'type' does not contain a definition for 'member' and no extension method 'name' accepting a first argument of type 'type' could be found (are you missing a using directive or an assembly reference?).	Error	https://msdn.microsoft.com/en-us/library/bb383961(v=vs.90).aspx
C# Compiler	CS1100	BadThisParam	Method 'name' has a parameter modifier 'this' which is not on the first parameter.	Error	https://msdn.microsoft.com/en-us/library/bb397737(v=vs.90).aspx
C# Compiler	CS1101	BadRefWithThis	The parameter modifier 'ref' cannot be used with 'this'.	Error	https://msdn.microsoft.com/en-us/library/bb384258(v=vs.90).aspx
C# Compiler	CS1102	BadOutWithThis	The parameter modifier 'out' cannot be used with 'this'.	Error	https://msdn.microsoft.com/en-us/library/bb384086(v=vs.90).aspx
C# Compiler	CS1103	BadTypeforThis	The first parameter of an extension method cannot be of type 'type'.	Error	https://msdn.microsoft.com/en-us/library/bb310879(v=vs.90).aspx
C# Compiler	CS1104	BadParamModThis	A parameter array cannot be used with 'this' modifier on an extension method.	Error	https://msdn.microsoft.com/en-us/library/bb384028(v=vs.90).aspx
C# Compiler	CS1105	BadExtensionMeth	Extension methods must be static.	Error	https://msdn.microsoft.com/en-us/library/bb397766(v=vs.90).aspx
C# Compiler	CS1106	BadExtensionAgg	Extension methods must be defined in a non generic static class.	Error	https://msdn.microsoft.com/en-us/library/bb397656(v=vs.90).aspx
C# Compiler	CS1107	DupParamMod	A parameter can only have one 'modifier name' modifier.	Error	https://msdn.microsoft.com/en-us/library/bb383975(v=vs.90).aspx
C# Compiler	CS1108	MultiParamMod	A parameter cannot have all the specified modifiers; there are too many modifiers on the parameter.	Error	https://msdn.microsoft.com/en-us/library/bb397614(v=vs.90).aspx
C# Compiler	CS1109	ExtensionMethodsDecl	Extension Methods must be defined on top level static classes, 'name' is a nested class.	Error	https://msdn.microsoft.com/en-us/library/bb384228(v=vs.90).aspx
C# Compiler	CS1110	ExtensionAttrNotFound	Cannot use 'this' modifier on first parameter of method declaration without a reference to System.Core.dll. Add a reference to System.Core.dll or remove 'this' modifier from the method declaration.	Error	https://msdn.microsoft.com/en-us/library/bb384020(v=vs.90).aspx
C# Compiler	CS1112	ExplicitExtension	Do not use 'System.Runtime.CompilerServices.ExtensionAttribute'. Use the 'this' keyword instead.	Error	https://msdn.microsoft.com/en-us/library/bb384079(v=vs.90).aspx
C# Compiler	CS1113	ValueTypeExtDelegate	Extension methods 'name' defined on value type 'name' cannot be used to create delegates.	Error	https://msdn.microsoft.com/en-us/library/bb397740(v=vs.90).aspx
C# Compiler	CS1200	FeatureDeprecated2	The feature 'invalid feature' is deprecated. Please use 'valid feature' instead'.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/2kksw0yc(v=vs.90).aspx
C# Compiler	CS1201	FeatureDeprecated3	The feature 'invalid feature' is deprecated. Please use 'valid feature' instead.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/986d3z31(v=vs.90).aspx
C# Compiler	CS1202	FeatureDeprecated4	The feature 'invalid feature' is deprecated. Please use 'valid feature' instead'.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/8exwattt(v=vs.90).aspx
C# Compiler	CS1203	FeatureDeprecated5	The feature 'feature' is deprecated. Please use 'feature' instead'.	Warning (level 1)	https://msdn.microsoft.com/en-us/library/sa329f6w(v=vs.90).aspx
C# Compiler	CS1501	BadArgCount	No overload for method 'method' takes 'number' arguments	Error	https://msdn.microsoft.com/en-us/library/d9s6x486(v=vs.90).aspx
C# Compiler	CS1502	BadArgTypes	The best overloaded method match for 'name' has some invalid arguments	Error	https://msdn.microsoft.com/en-us/library/b66k5sz9(v=vs.90).aspx
C# Compiler	CS1503	BadArgType	Argument 'number' cannot convert from TypeA to TypeB	Error	https://msdn.microsoft.com/en-us/library/8zf99ds2(v=vs.90).aspx
C# Compiler	CS1504	NoSourceFile	Source file 'file' could not be opened ('reason')	Error	https://msdn.microsoft.com/en-us/library/4d580h1k(v=vs.90).aspx
C# Compiler	CS1507	CantRefResource	Cannot link resource file 'file' when building a module	Error	https://msdn.microsoft.com/en-us/library/k31da4ah(v=vs.90).aspx
C# Compiler	CS1508	ResourceNotUnique	Resource identifier 'identifier' has already been used in this assembly	Error	https://msdn.microsoft.com/en-us/library/cwhz41kf(v=vs.90).aspx
C# Compiler	CS1509	ImportNonAssembly	Referenced file 'file' is not an assembly; use '/addmodule' option instead	Error	https://msdn.microsoft.com/en-us/library/dfthbt85(v=vs.90).aspx
C# Compiler	CS1510	RefLvalueExpected	A ref or out argument must be an assignable variable	Error	https://msdn.microsoft.com/en-us/library/azb8bhhf(v=vs.90).aspx
C# Compiler	CS1511	BaseInStaticMeth	Keyword 'base' is not available in a static method	Error	https://msdn.microsoft.com/en-us/library/6w5z53y8(v=vs.90).aspx
C# Compiler	CS1512	BaseInBadContext	Keyword 'base' is not available in the current context	Error	https://msdn.microsoft.com/en-us/library/w47f78bk(v=vs.90).aspx
C# Compiler	CS1513	RbraceExpected	} expected	Error	https://msdn.microsoft.com/en-us/library/83ht1k63(v=vs.90).aspx
C# Compiler	CS1514	LbraceExpected	{ expected	Error	https://msdn.microsoft.com/en-us/library/ysdxhz8x(v=vs.90).aspx
C# Compiler	CS1515	InExpected	'in' expected	Error	https://msdn.microsoft.com/en-us/library/92ads078(v=vs.90).aspx
C# Compiler	CS1517	InvalidPreprocExpr	Invalid preprocessor expression	Error	https://msdn.microsoft.com/en-us/library/ey1471zb(v=vs.90).aspx
C# Compiler	CS1518	BadTokenInType	Expected class, delegate, enum, interface, or struct	Error	https://msdn.microsoft.com/en-us/library/8tfcb4de(v=vs.90).aspx
C# Compiler	CS1519	InvalidMemberDecl	Invalid token 'token' in class, struct, or interface member declaration	Error	https://msdn.microsoft.com/en-us/library/z2s6wcyt(v=vs.90).aspx
C# Compiler	CS1520	MemberNeedsType	Method must have a return type	Error	https://msdn.microsoft.com/en-us/library/ecw87y92(v=vs.90).aspx
C# Compiler	CS1521	BadBaseType	Invalid base type	Error	https://msdn.microsoft.com/en-us/library/ws79s0x8(v=vs.90).aspx
C# Compiler	CS1522	EmptySwitch	Empty switch block	Warning (level 1)	https://msdn.microsoft.com/en-us/library/x68b4s45(v=vs.90).aspx
C# Compiler	CS1524	ExpectedEndTry	Expected catch or finally	Error	https://msdn.microsoft.com/en-us/library/ywe4f00z(v=vs.90).aspx
C# Compiler	CS1525	InvalidExprTerm	Invalid expression term 'character'	Error	https://msdn.microsoft.com/en-us/library/3hdyz4dw(v=vs.90).aspx
C# Compiler	CS1526	BadNewExpr	A new expression requires (), [], or {} after type	Error	https://msdn.microsoft.com/en-us/library/cz0x62kh(v=vs.90).aspx
C# Compiler	CS1527	NoNamespacePrivate	Elements defined in a namespace cannot be explicitly declared as private, protected, or protected internal	Error	https://msdn.microsoft.com/en-us/library/8fd16xs0(v=vs.90).aspx
C# Compiler	CS1528	BadVarDecl	Expected ; or = (cannot specify constructor arguments in declaration)	Error	https://msdn.microsoft.com/en-us/library/dbk331e6(v=vs.90).aspx
C# Compiler	CS1529	UsingAfterElements	A using clause must precede all other elements defined in the namespace except extern alias declarations	Error	https://msdn.microsoft.com/en-us/library/ad30sfht(v=vs.90).aspx
C# Compiler	CS1530	NoNewOnNamespaceElement	Keyword 'new' is not allowed on elements defined in a namespace	Error	https://msdn.microsoft.com/en-us/library/219ectt1(v=vs.90).aspx
C# Compiler	CS1534	BadBinOpArgs	Overloaded binary operator 'operator' takes two parameters	Error	https://msdn.microsoft.com/en-us/library/hsdz9a8b(v=vs.90).aspx
C# Compiler	CS1535	BadUnOpArgs	Overloaded unary operator 'operator' takes one parameter	Error	https://msdn.microsoft.com/en-us/library/xt5dd135(v=vs.90).aspx
C# Compiler	CS1536	NoVoidParameter	Invalid parameter type void	Error	https://msdn.microsoft.com/en-us/library/aaec9hhb(v=vs.90).aspx
C# Compiler	CS1537	DuplicateAlias	The using alias 'alias' appeared previously in this namespace	Error	https://msdn.microsoft.com/en-us/library/966bz9t1(v=vs.90).aspx
C# Compiler	CS1540	BadProtectedAccess	Cannot access protected member 'member' via a qualifier of type 'type1'; the qualifier must be of type 'type2' (or derived from it)	Error	https://msdn.microsoft.com/en-us/library/s9zta243(v=vs.90).aspx
C# Compiler	CS1541	CantIncludeDirectory	Invalid reference option: 'symbol' - cannot reference directories	Error	https://msdn.microsoft.com/en-us/library/2zyc8wkc(v=vs.90).aspx
C# Compiler	CS1542	AddModuleAssembly	'dll' cannot be added to this assembly because it already is an assembly; use '/R' option instead	Error	https://msdn.microsoft.com/en-us/library/6da82by9(v=vs.90).aspx
C# Compiler	CS1545	BindToBogusProp2	Property, indexer, or event 'property' is not supported by the language; try directly calling accessor methods 'set accessor' or 'get accessor'	Error	https://msdn.microsoft.com/en-us/library/5kde3wdw(v=vs.90).aspx
C# Compiler	CS1546	BindToBogusProp1	Property, indexer, or event 'property' is not supported by the language; try directly calling accessor method 'accessor'	Error	https://msdn.microsoft.com/en-us/library/fw0xhhzy(v=vs.90).aspx
C# Compiler	CS1547	NoVoidHere	Keyword 'void' cannot be used in this context	Error	https://msdn.microsoft.com/en-us/library/d5473c83(v=vs.90).aspx
C# Compiler	CS1548	CryptoFailed	Cryptographic failure while signing assembly 'assembly' - 'reason'	Error	https://msdn.microsoft.com/en-us/library/t21abc4c(v=vs.90).aspx
C# Compiler	CS1549	CryptoNotFound	Appropriate cryptographic service not found	Error	https://msdn.microsoft.com/en-us/library/12yfeasc(v=vs.90).aspx
C# Compiler	CS1551	IndexerNeedsParam	Indexers must have at least one parameter	Error	https://msdn.microsoft.com/en-us/library/dw2h183s(v=vs.90).aspx
C# Compiler	CS1552	BadArraySyntax	Array type specifier, [], must appear before parameter name	Error	https://msdn.microsoft.com/en-us/library/8ds5h1td(v=vs.90).aspx
C# Compiler	CS1553	BadOperatorSyntax	Declaration is not valid; use 'modifier operator &lt;dest-type&gt; (...' instead	Error	https://msdn.microsoft.com/en-us/library/5z9f5t0t(v=vs.90).aspx
C# Compiler	CS1554	BadOperatorSyntax2	Declaration is not valid; use '&lt;type&gt; operator op (...' instead	Error	https://msdn.microsoft.com/en-us/library/1ceh7yk2(v=vs.90).aspx
C# Compiler	CS1555	MainClassNotFound	Could not find 'class' specified for Main method	Error	https://msdn.microsoft.com/en-us/library/xk6z13fd(v=vs.90).aspx
C# Compiler	CS1556	MainClassNotClass	'construct' specified for Main method must be a valid class or struct	Error	https://msdn.microsoft.com/en-us/library/57tdxcw2(v=vs.90).aspx
C# Compiler	CS1557	MainClassWrongFile	Cannot use 'class' for Main method because it is in a different output file	Error	https://msdn.microsoft.com/en-us/library/s24x2x7z(v=vs.90).aspx
C# Compiler	CS1558	NoMainInClass	'class' does not have a suitable static Main method	Error	https://msdn.microsoft.com/en-us/library/y0bsx26d(v=vs.90).aspx
C# Compiler	CS1559	MainClassIsImport	Cannot use 'object' for Main method because it is imported	Error	https://msdn.microsoft.com/en-us/library/70xez2xw(v=vs.90).aspx
C# Compiler	CS1560	FileNameTooLong	Invalid filename specified for preprocessor directive. Filename is too long or not a valid filename	Error	https://msdn.microsoft.com/en-us/library/z3t5e5sw(v=vs.90).aspx
C# Compiler	CS1561	OutputFileNameTooLong	Output filename is too long or invalid	Error	https://msdn.microsoft.com/en-us/library/tef3ases(v=vs.90).aspx
C# Compiler	CS1562	OutputNeedsName	Outputs without source must have the /out option specified	Error	https://msdn.microsoft.com/en-us/library/y8689cfw(v=vs.90).aspx
C# Compiler	CS1563	OutputNeedsInput	Output 'output file' does not have any source files	Error	https://msdn.microsoft.com/en-us/library/8hy25h00(v=vs.90).aspx
C# Compiler	CS1564	CantHaveWin32ResAndManifest	Conflicting options specified: Win32 resource file; Win32 manifest.	Error	https://msdn.microsoft.com/en-us/library/bb531219(v=vs.90).aspx
